split,row,idx,word,label,glove_target,glove_context_2,glove_context_5,bert_layer_1,bert_layer_2,bert_layer_3,bert_layer_4,bert_layer_5,bert_layer_6,bert_layer_7,bert_layer_8,bert_layer_9,bert_layer_10,bert_layer_11,bert_layer_12,bert_mean_last_four
train,22,1339,match,False,1.0,0.3377246520614764,0.35823947629767144,0.8121107163424467,0.7244667326688444,0.7072051180157116,0.693364393143034,0.7112075910950615,0.6253986114235879,0.572292144335871,0.5206097088147176,0.47624067416826327,0.4953873712034895,0.5715911283793661,0.41884322727250795,0.5276318020485097
train,23,1378,make,False,1.0,0.587719463072626,0.6093663328627718,0.7835364142663747,0.7812873078542824,0.6372285181651818,0.5489023306225129,0.48668718958630536,0.3763350210472922,0.32651171433608317,0.28625540894008294,0.27484422299420175,0.3175124905892449,0.39480903531082506,0.17936379292422014,0.33142198312818183
train,24,1464,volume,True,1.0,0.6569270002932112,0.7050696788632757,0.8428978770915527,0.7988887286649825,0.7513366014251194,0.7550394824210371,0.7397753259183236,0.646899679518815,0.6102845245529337,0.6298272126205005,0.601700169455662,0.6046560421080941,0.6720069977851717,0.6892038203298494,0.648607484151771
train,25,1465,try,True,1.0,0.8182099966289827,0.7850460352720401,0.6240439214781941,0.6127934155941831,0.47790703470137286,0.44908784688139486,0.4462657496480385,0.46916976033768326,0.4776738650009106,0.4503043542615576,0.4092098318092522,0.39899377144681486,0.4543489159051101,0.42124874425978776,0.423699607844225
train,26,1633,operation,False,1.0,0.3319444556448044,0.410139402809513,0.8240559989355545,0.7648263039364455,0.6807031169705378,0.5964124777173806,0.5168390688965218,0.4914927590732886,0.4734600140291334,0.47762366293972885,0.49968731210969974,0.49970561826677806,0.5519654710110603,0.4766404536263613,0.5243916194706757
train,27,1639,image,True,1.0,0.3501731787155569,0.7055105654811152,0.811341113267898,0.7770773959219228,0.779926676117538,0.7432296346737218,0.7465544174414173,0.753070863862665,0.7440651201345644,0.7640734824935267,0.773897203362533,0.7348186861356407,0.7730851952432791,0.702013730394234,0.7665592373285004
train,28,1722,dress,True,1.0,0.19520129237539258,0.18112830835233748,0.47078251885784395,0.5140667317812605,0.5161723990140946,0.6026890405451304,0.6702054159235274,0.6822605987582402,0.6949696957876254,0.6893655624550844,0.6909943076499329,0.6829698672031302,0.6814758763046944,0.6203646210694822,0.6838142908956205
train,29,1737,presentation,False,1.0,0.3153534567625578,0.5847033322488155,0.5682497891084792,0.5399963099428358,0.5312097032278246,0.5234632261826789,0.5147144122452094,0.5145674371785045,0.4906432628544206,0.4923284451506585,0.49613046088904605,0.4319905588723546,0.44505264447299386,0.40116666667868855,0.4547158934935055
train,30,1758,krona,True,1.0,0.513085289472673,0.7669170176316675,0.9133630110660933,0.919159487328006,0.9222735007282483,0.9019890066198616,0.8654091968000778,0.8264129024684919,0.7805646032341211,0.7719882141763041,0.8037062392925323,0.8407456832077169,0.8461360795386176,0.8394873649961156,0.833742615720304
train,31,1791,seek,True,1.0,0.15793285482302866,0.15793285482302866,0.8834347217629005,0.8718456255683872,0.8449522063079475,0.8364195710072464,0.8584235122392959,0.8680345593705979,0.887901358302392,0.8862940227040315,0.8556240626194274,0.847608265838772,0.8731697963162954,0.9293507638057443,0.8712098649785468
train,32,1800,proficiency,True,1.0,0.48417956032620013,0.5404743989526558,0.8400502851245084,0.8248286415164351,0.8151347742524909,0.7753100900186825,0.7942443811209011,0.8112644280217138,0.7712972118798879,0.7541294698517483,0.7314142336646582,0.7393464408890427,0.7525572532673734,0.7070073437869225,0.7477651830111894
train,33,1830,strike,False,1.0,0.39307096045446216,0.39307096045446216,0.5554090060788086,0.541884858549229,0.6153740044189764,0.5869274269500907,0.5861846743898087,0.5521339394808821,0.4522616538871271,0.4317653114456823,0.3743346318995053,0.3928163031919078,0.43874077128166483,0.31408552585592436,0.39817748658595326
train,34,1833,face,False,1.0,0.6560901482313768,0.7990951767267769,0.8045236263221333,0.7315428748888526,0.6201573632043725,0.5745654680749198,0.5300879778044942,0.5116175436053253,0.47466319594684186,0.4917478092845712,0.41377200903003647,0.39928679940870787,0.4466239610201554,0.4346135491989223,0.4381244191406629
train,35,1918,stage,False,1.0,0.6650447394657399,0.6432441144907101,0.8401887472594323,0.7893685028244771,0.6811550055298885,0.5955650251829459,0.4839542802926214,0.38879225704400505,0.31909339968209555,0.2577793864424031,0.2789552787073819,0.32098794638544936,0.4069675684428747,0.3414081268689922,0.3412146355163135
train,36,1932,seat,True,1.0,0.7335252712096252,0.6926744885624582,0.7065020916101874,0.633256334864071,0.6323546597828982,0.5935916553127772,0.6084521238227082,0.587299661873973,0.5662209240588532,0.5646584837412673,0.5196107831228687,0.4692431205449818,0.5151505142495063,0.4565893806026298,0.5000415043340607
train,37,1988,gather,True,1.0,0.550378311435039,0.7805462493238495,0.8602184748053794,0.8674541528538621,0.861830346600151,0.8143523154733937,0.8106012932534553,0.7830486297685441,0.7746371695940367,0.6854002228113725,0.6406310697719408,0.6320198989923302,0.6694491663317255,0.6124731549357005,0.6602623563941391
train,38,2096,beat,False,1.0,0.19519931297061752,0.19519931297061752,0.5814371211389185,0.5860056458104995,0.5770991744183737,0.5578546758929053,0.5223072600528371,0.3830672023160949,0.3826948281534159,0.3272120602380348,0.25907138459116885,0.27768454926625863,0.3571087785313534,0.21662924118070911,0.29319290268100034
train,39,2174,number,True,1.0,0.5260867717920606,0.664061100983977,0.7083540591220627,0.7333601190250708,0.7186468662695011,0.7149232035465486,0.6998724441949262,0.6647513785067521,0.6843073111617611,0.7002936764374457,0.7149841536881096,0.7562675896517892,0.7550652409236632,0.7053446661823699,0.7479428791542386
train,40,2211,period,True,1.0,0.34012125371882956,0.31675788668226806,0.7847662251948064,0.690049950747808,0.6532873972904706,0.625764574885218,0.5647770807686274,0.5111914277604689,0.507162465953956,0.47755633408476256,0.384063165169723,0.2854253396288423,0.25069291308767455,0.2111957952636731,0.2956161010363775
train,41,2214,score,False,1.0,0.6566138322844612,0.5494081830496836,0.8021002749952657,0.6853210299996381,0.640076778072199,0.6290569296265405,0.611466087310229,0.5845297777340022,0.5745152165005016,0.5260944358161257,0.43062693398899643,0.3903795901457192,0.3967505919748503,0.33682499892595247,0.4124393715346566
train,42,2243,hold,True,1.0,0.5600154322931864,0.5600154322931864,0.6824604983802826,0.6793109668492258,0.6604327914651575,0.6448762032901252,0.6094424250787327,0.5837073328535325,0.5409630315805285,0.5456174655939423,0.4920059081156849,0.4836071595661513,0.5106628153760954,0.41860804442720556,0.5001338303187117
train,43,2254,narrowness,True,1.0,0.7521884101598761,0.7713249327277959,0.8968586619475952,0.8972801225083613,0.8911140563885585,0.8700763339747879,0.8534959316634307,0.8116490668014824,0.7923514084999161,0.7707644660278027,0.7256586889036771,0.7193580161136313,0.7530051513604047,0.7255016628006258,0.7387202070553965
train,44,2344,head,True,1.0,0.9494417054889576,0.7837571635136102,0.8618344586580813,0.8634849323352337,0.8808536190083308,0.8380632750296316,0.7747206552560566,0.7380066147803629,0.7212283291251562,0.6606157068967634,0.6218653346095961,0.6198926743261689,0.6553186410859975,0.6297980397451515,0.6512151021826227
train,45,2356,beginning,False,1.0,0.882527905250651,0.8416602118610668,0.8965536824799768,0.9185787358186838,0.9312364596912039,0.9045896240967282,0.8568858812015439,0.8308255756288156,0.8172978165359643,0.7873739273112222,0.7343885804657563,0.7256515747446396,0.7393317935211084,0.6658554092413965,0.7368205471633947
train,46,2394,state,True,1.0,0.46562951187605545,0.6528423993860581,0.8379862691219634,0.8106307737211776,0.7589843040662583,0.6822821999223665,0.687449866240013,0.6875398147832796,0.6885915993326115,0.6691460118784877,0.6387987278436764,0.6680142610807355,0.7076091233344035,0.6758314732549976,0.6845358944152475
train,47,2506,nomination,False,1.0,0.5728693078568713,0.5523087285939231,0.7861629940487124,0.7518782025096561,0.7379768558927603,0.6895555269848828,0.666854530648622,0.6638939866550188,0.6452000187954148,0.63113162694248,0.5765974997366771,0.6464186216300285,0.7001209195037998,0.6619559704660892,0.6548928981321198
train,48,2532,assimilate,False,1.0,0.7330515001860394,0.7986810478409554,0.8070794414813319,0.8421488672948243,0.8516340374477459,0.8366127668662778,0.8557262987585025,0.8388271469291003,0.8264495460693273,0.7655524929348516,0.6959818298060636,0.5691314545827069,0.534362894752569,0.5610668480529205,0.6017731875043919
train,49,2913,now,True,1.0,0.5428922817170243,0.8627315455250338,0.8133246201330836,0.8051466139789275,0.7787829004654634,0.6691587950042353,0.6015330202807893,0.5988857722106362,0.5349538532060754,0.5410013917387346,0.5108207503260063,0.5396441877563407,0.5658534012397806,0.4176488672469935,0.5425173337766037
train,50,3101,coverage,False,1.0,0.5124771896347443,0.6446259330312761,0.6441551512199153,0.6550978517232956,0.6156756848605697,0.5998503478490133,0.5836877346036726,0.5825416996018992,0.5790868752467208,0.5606794489442138,0.5045881423883856,0.49268706765769665,0.5130839575695302,0.47292483471189495,0.5121415214001688
train,51,3156,hit,False,1.0,0.599452681313179,0.6366395025753311,0.5637834831105099,0.5486772687791968,0.5074643048276665,0.5128385575812755,0.4847174994822666,0.45538776104241674,0.44713300282601043,0.4231660162624898,0.3604859916726257,0.3598120905924305,0.3396140987570832,0.3416513943269459,0.36200162312195844
train,52,3158,touch,False,1.0,0.5955257419707275,0.6846288838896312,0.823327364507331,0.8297539107111244,0.7737971934588213,0.6835125697594142,0.6269256616170251,0.5415560809521298,0.48896630869691077,0.4263871916863845,0.3808623780641808,0.337598219043104,0.4163836468668043,0.4253627718812057,0.3938499830179575
train,53,3214,wall,False,1.0,0.21589633385245233,0.2480161858197704,0.6405368727310113,0.6201996277713269,0.6090301973353595,0.557697206647908,0.5552917820105918,0.5917952812091379,0.608060259466865,0.5749042022033837,0.5486282434752239,0.5506254513144176,0.609108428342761,0.4855997762072024,0.5715034379153001
train,54,3252,hit,True,1.0,0.7193461095990615,0.7242637143290576,0.9190486832134429,0.8928227068524963,0.8980258446031127,0.885860125842597,0.823904287350697,0.7706695982970094,0.770075600156792,0.7442482194770411,0.7141300369024837,0.6732593098161007,0.7126253238818765,0.6256157343504176,0.7060272115415427
train,55,3292,leave,False,1.0,0.4665120328075246,0.6673350859448458,0.5629462380850336,0.6082196016943692,0.6807401982192336,0.6424771102594912,0.5839191301465729,0.5002305041421048,0.4741847443156188,0.4658702877104099,0.4484170318560174,0.4877330890827598,0.4780262239161838,0.25910741543353233,0.4573368753981073
train,56,3330,stuff,False,1.0,0.7050369216674955,0.6963374786891469,0.8622549900289554,0.8196410691863291,0.7653435485913741,0.7173545025187266,0.6829874948844935,0.6290724647656738,0.61507060793489,0.6300446522279671,0.5796684505952365,0.5500118981943888,0.5872811039345204,0.5535012844200399,0.579706023871581
train,57,3356,clash,True,1.0,0.4767048055462208,0.5055134302302383,0.4738749281054729,0.49407809106535955,0.5501101266511303,0.5815096950036407,0.5982866129592515,0.6614430676453192,0.6419171708392855,0.6681928740070756,0.543915219767388,0.5624901724629408,0.5611793869365042,0.48176392179437255,0.5638287970225715
train,58,3380,line,False,1.0,0.6254859337781344,0.6822268709423024,0.8376287664004612,0.6889946655775585,0.628643474659351,0.5136636867389196,0.48829845423788726,0.42862850131651153,0.4055839626346963,0.40163919217188465,0.38856853061762786,0.39639569177715195,0.41536152835097484,0.40580848070338404,0.4155156151823534
train,59,3386,operation,False,1.0,0.44893395657151564,0.39351406963027025,0.8523526587780801,0.8241309338594632,0.7581152497493852,0.7232230337929606,0.641128000887536,0.5777346399718477,0.5468323999305371,0.5533445828475608,0.5430115496453138,0.5559581481978914,0.6188421146749432,0.47887869944742595,0.5796019221526731
train,60,3554,enter,True,1.0,0.2444494390760803,0.2997819725358656,0.8455848131116565,0.7969705121431652,0.7884165078349029,0.8181923999502058,0.8339718503148044,0.8332525837511824,0.8411375043798869,0.8430972886906384,0.8000820706784971,0.7538232557508379,0.7858787711457206,0.8038463679676255,0.7945874637695765
train,61,3690,patch,False,1.0,0.4596556789831036,0.4596556789831036,0.8539795285757835,0.8010685980279387,0.7353708928087942,0.6462018203378856,0.6550216998746633,0.6764816625028071,0.6525964842688781,0.6568922690216199,0.6517245195293129,0.6624154142178899,0.6869841352404301,0.6207060176969288,0.6722365788807446
train,62,3754,avoid,True,1.0,0.7532885990728142,0.8083081945934432,0.6884479004376699,0.6875288777871073,0.7555812730349478,0.7863893898368977,0.8164397609902362,0.7885785350333162,0.7839726366538884,0.7231223681961001,0.6492010639051131,0.6756885042714365,0.6857207605340684,0.6053391153752146,0.6751187128138254
train,63,3772,state,True,1.0,0.4399778222253801,0.6316768353958853,0.8254304133176321,0.7939527937213474,0.7300986899538424,0.6406237368573299,0.6343572188057301,0.6301937027422475,0.6053939514052736,0.6145892531516436,0.5916148789677886,0.6036634093685497,0.6253846831797637,0.5701423802192063,0.6110881240218871
train,64,3775,shoestring,True,1.0,0.87790606094703,0.8973186551308472,0.9641814487761831,0.9669239434953416,0.9576828422176614,0.9427629122908477,0.9176572892176131,0.8967296825988813,0.8770993942480817,0.8331648693138638,0.8083547006374774,0.774410154790863,0.7864078123211853,0.7999745006883642,0.7948338220845805
train,65,3780,provide,False,1.0,0.7276047183452427,0.7443838983611963,0.6970039996849784,0.7212660889165753,0.6551766554837732,0.5873342347223811,0.5920699193335068,0.5562799808328548,0.5271026343159386,0.47549267104951365,0.4334773819211388,0.43868451322664176,0.4967012963874234,0.41709497875073204,0.4653035720307884
train,66,3902,catch,False,1.0,0.6327195323238457,0.7596731969722094,0.8534051080046167,0.8266323838485576,0.7273195846516252,0.6845743305288217,0.611184514416874,0.5664271393224843,0.519061804359046,0.5132513401276323,0.41480614925447407,0.36981228605111943,0.44365974439445294,0.4104709542032151,0.4287015541520278
train,67,3944,drink,False,1.0,0.47108658580934304,0.5418060580018124,0.830377351216088,0.8234171522279026,0.7767287526738546,0.7106959015034161,0.6972868988065497,0.6892317454461366,0.6706580939667166,0.6467591851520276,0.6611634427848886,0.6585516243690571,0.6727629807651956,0.4553126809403545,0.6580736697449903
train,68,4034,catch,False,1.0,0.4580300154630811,0.7497216325306981,0.8694994746233833,0.7923277774917957,0.804461178938448,0.7527755125405585,0.6886546930574515,0.6543339487228426,0.6180223493409145,0.5725154793996744,0.49777247448059275,0.4428481771684429,0.45195307890934394,0.4156430052386699,0.4645920547779407
train,69,4076,strike,False,1.0,0.12334454061475883,0.12334454061475883,0.8401894330453566,0.8084270161993427,0.7337119205179824,0.7142092482277429,0.7170734154166777,0.6687822976190797,0.632458346836178,0.6245111350768885,0.5794597138425346,0.5542784430658965,0.6111222599019487,0.7984316507832896,0.6074146956758933
train,70,4195,call,True,1.0,0.4351863403458741,0.5365087351651184,0.7307600307902099,0.7698512237132886,0.7678042418302241,0.7646232610883575,0.7774091562916982,0.7846861738165049,0.719335112339628,0.704617045655714,0.7003796691019158,0.7022937491479659,0.7188553727243306,0.660748291185767,0.708132542788562
train,71,4198,pay,True,1.0,0.5320301556777574,0.5320301556777574,0.9068862557427328,0.923077756328118,0.9178336145651708,0.9221656954675567,0.9174425141861472,0.9178184726838565,0.921770536451679,0.915100089399423,0.9106931522742568,0.9124075853832855,0.9136259610301153,0.8691293455977913,0.913285783426271
train,72,4226,anchorage,True,1.0,0.5355187781559958,0.74329560381761,0.9002340931349093,0.8896193403864661,0.8736321664446547,0.8580917887235591,0.8410227127587312,0.8322902433525711,0.8301982323723167,0.803668350978348,0.7832093751897398,0.7460591484992073,0.7488938346713784,0.6301169654689281,0.7586296554165304
train,73,4285,copy,True,1.0,0.8473464111439009,0.7187208061805445,0.6338352522514931,0.6717680768895734,0.7276631627639583,0.6890566494598561,0.6998256598977521,0.6882064529396054,0.691322601967632,0.6855197830601633,0.6584622436976603,0.6403191401000522,0.6361682193043076,0.5353743045541624,0.6420978991389928
train,74,4326,speak,True,1.0,0.6404039320936741,0.6509234805100258,0.8651248926253076,0.8192467692368933,0.7603933698920451,0.7575092587107176,0.7698338596393246,0.7862915355194001,0.720441572467144,0.6555236960903135,0.5437425796289895,0.5038917202564668,0.5975120544743409,0.6145837416676186,0.5822007300334826
train,75,4387,coverage,True,1.0,0.6845168282590482,0.7759381383805938,0.6362293976405874,0.64769403196552,0.6169453196683703,0.5894617968790947,0.5976685114899761,0.6030023855339778,0.6314378721158254,0.6380540168131581,0.5886547594737703,0.579639769295663,0.5639921001510402,0.49758983104446886,0.5913790708951455
train,76,4388,leave,True,1.0,0.7551696523686509,0.7551696523686509,0.5741597505822995,0.6150467593922545,0.6956385736612579,0.760242741381759,0.7844556431733914,0.8362176405337193,0.7933194894432901,0.7517440254202872,0.6440882113911126,0.5985471170022235,0.5960744160880704,0.5096826132254838,0.6128894082813824
train,77,4422,take,False,1.0,0.48013046812432986,0.4705762884268139,0.8131220837550138,0.7736859671510942,0.7045679558859033,0.6130107705557151,0.5292089912450483,0.4640301380821198,0.4146710646564865,0.38129537239399947,0.37303628452143917,0.41416065942575936,0.4725506476450373,0.39438711745423916,0.4390137958504145
train,78,4436,side,True,1.0,0.5404141751493199,0.8032269719878541,0.8891202855549308,0.8305419641244367,0.7463372520600102,0.6621910606915382,0.6093680367855401,0.5639366456091632,0.5097118693227548,0.47643446408569606,0.43129378924412143,0.45524951302017713,0.5030286736642647,0.4630099372908032,0.4714085713760113
train,79,4463,sex,True,1.0,0.3653046582443856,0.5977471628300555,0.8609255405422642,0.8036291307556674,0.7697961152751727,0.7214061023481471,0.6805931386894948,0.6815844282213608,0.6856635121188336,0.6617137260627164,0.667172188950338,0.6654529262822735,0.665268468866754,0.6203084052963369,0.6718551697222624
train,80,4512,understand,True,1.0,0.8803215799978333,0.8838997828105122,0.9627387052724723,0.9512946794477126,0.8936080214358709,0.8700274520209965,0.8328650863372785,0.7733980313394975,0.7710533704555977,0.762712701174281,0.7524436910300456,0.75629664059815,0.7895412453117753,0.753308439506073,0.7742017578278714
train,81,4597,contact,False,1.0,0.2787984995017073,0.6813319377780056,0.5550336469014933,0.5083092921011211,0.4601112978629359,0.431113923429706,0.4326961639212237,0.42937193869796664,0.41260689585356586,0.4234172753953818,0.42681108084538644,0.4823570797717796,0.5569618349980718,0.40769095516882237,0.4835793969965509
train,82,4637,mean,False,1.0,0.27902056814874593,0.31788876443684777,0.4771713511068967,0.5043017373201033,0.5091715953882414,0.4753571824502813,0.3822847754205116,0.3307439792744356,0.3320136063809547,0.3282812824484489,0.3158413148922913,0.3071684173638069,0.30309142270869116,0.2728169877561279,0.3073574929794126
train,83,4791,fabric,True,1.0,0.8871871839036403,0.8588335972642173,0.9114314825871205,0.8863209791298707,0.8964185883055152,0.8748987508901822,0.8605862932490714,0.84703381478684,0.8538306559040253,0.8066961444161072,0.7869735529772415,0.7647410009189856,0.791014154549678,0.7390015968390384,0.7887428310262585
train,84,4883,accept,True,1.0,0.6052103801028825,0.7643258255519477,0.8950342584978535,0.8781545635306957,0.8350060515788862,0.7894723063726002,0.7738091121959448,0.7904955979818533,0.7932101393429317,0.7532612339800803,0.6979540440435786,0.6804196453040592,0.7101129997252003,0.6310927140965128,0.7095561452174244
train,85,4933,union,False,1.0,0.6467899102605139,0.7692876269301316,0.9258949195722807,0.7966679138590722,0.7001389482580604,0.5926449184534174,0.5565136740580321,0.5269426884526743,0.5054397360001801,0.4939065065275138,0.4975429280757273,0.4892586210076156,0.4696612554895331,0.4084484714580181,0.4920421103636881
train,86,5023,loss,False,1.0,0.8482701894545048,0.8292854709450488,0.868351934219139,0.790852271360302,0.7924501963148274,0.7320110217072456,0.6977379018530495,0.6623476124280233,0.643221486789161,0.6370626489504417,0.5904775196781943,0.5697462643304912,0.6126517151146413,0.5513948178663347,0.5959840092862893
train,87,5056,stretch,True,1.0,0.6551364829195275,0.6196525043439088,0.5960589373424899,0.6066382856331691,0.5903277205933577,0.575567891736584,0.5644612445312086,0.5416468943406009,0.5616799948400653,0.5552335270105078,0.5490283841355653,0.5941183340583576,0.6253318514055807,0.4938115159002916,0.5882630661950259
train,88,5064,drink,True,1.0,0.6828473198913321,0.7902319344769687,0.8701696027376583,0.8850551175779341,0.8603319944417666,0.8511734364813104,0.8547143957461907,0.850880631663506,0.8467203905244581,0.8441548816301887,0.8358533430615607,0.8147887617835502,0.8208273824177157,0.7917811989162473,0.8298571366321665
train,89,5077,range,False,1.0,0.6872888825849252,0.7634368794653399,0.8516450773684626,0.8063356564262404,0.7141370182443948,0.6636835458359688,0.6217225336891858,0.5615072811026393,0.5390157313339329,0.49792887839118977,0.4330929603982879,0.4413605823959605,0.4255252645138613,0.380144786206756,0.43301876533621697
train,90,5176,classify,True,1.0,0.808322768010736,0.7867432594578564,0.9199480222727615,0.8996224376522932,0.845452738653963,0.8445449920813441,0.8001063306970111,0.7586703583256691,0.7539414026788688,0.7219712477754007,0.7107568682067594,0.7083825352151262,0.728427687716436,0.6927502381396364,0.7349515453792561
